"ind.code","ind.name","year","variable","value"
"23","Manufacture of other non-metallic mineral products",2005,"gva_abs",2327.61461074016
"23","Manufacture of other non-metallic mineral products",2006,"gva_abs",2466.70166246588
"23","Manufacture of other non-metallic mineral products",2007,"gva_abs",2565.47195384671
"23","Manufacture of other non-metallic mineral products",2008,"gva_abs",2660.12931605189
"23","Manufacture of other non-metallic mineral products",2009,"gva_abs",2715.90282368364
"23","Manufacture of other non-metallic mineral products",2010,"gva_abs",2815.32703183562
"23","Manufacture of other non-metallic mineral products",2011,"gva_abs",2824.31344042183
"23","Manufacture of other non-metallic mineral products",2012,"gva_abs",2741.36538090569
"23","Manufacture of other non-metallic mineral products",2013,"gva_abs",2882.91048593461
"23","Manufacture of other non-metallic mineral products",2014,"gva_abs",2951.36840978583
"23","Manufacture of other non-metallic mineral products",2015,"gva_abs",2491.80475589913
"23","Manufacture of other non-metallic mineral products",2016,"gva_abs",2502.325784317
"23","Manufacture of other non-metallic mineral products",2017,"gva_abs",2426.89671281516
"23","Manufacture of other non-metallic mineral products",2018,"gva_abs",2396.45666566836
"23","Manufacture of other non-metallic mineral products",2019,"gva_abs",2494.11988997983
"24","Manufacture of basic metals",1997,"gva_abs",2204.91842256983
"24","Manufacture of basic metals",1998,"gva_abs",2145.10794701476
"24","Manufacture of basic metals",1999,"gva_abs",2111.51922927163
"24","Manufacture of basic metals",2000,"gva_abs",2166.94272101803
"24","Manufacture of basic metals",2001,"gva_abs",2229.69685124841
"24","Manufacture of basic metals",2002,"gva_abs",2115.76599898661
"24","Manufacture of basic metals",2003,"gva_abs",2004.61414545854
"24","Manufacture of basic metals",2004,"gva_abs",2133.06500793671
"24","Manufacture of basic metals",2005,"gva_abs",2210.49615624606
"24","Manufacture of basic metals",2006,"gva_abs",2578.28963349046
"24","Manufacture of basic metals",2007,"gva_abs",2798.56040438558
"24","Manufacture of basic metals",2008,"gva_abs",2774.97822606481
"24","Manufacture of basic metals",2009,"gva_abs",1497.65743515417
"24","Manufacture of basic metals",2010,"gva_abs",1771.2728282885
"24","Manufacture of basic metals",2011,"gva_abs",1882.90000477246
"24","Manufacture of basic metals",2012,"gva_abs",1669.49731527231
"24","Manufacture of basic metals",2013,"gva_abs",1622.49029848187
"24","Manufacture of basic metals",2014,"gva_abs",1639.08897849492
"24","Manufacture of basic metals",2015,"gva_abs",1511.4498273071
"24","Manufacture of basic metals",2016,"gva_abs",1513.10813160479
"24","Manufacture of basic metals",2017,"gva_abs",1568.82741313498
"24","Manufacture of basic metals",2018,"gva_abs",1618.28290804874
"24","Manufacture of basic metals",2019,"gva_abs",1597.65072867116
"25","Manufacture of fabricated metal products, except machinery and equipment",1997,"gva_abs",8077.21072460013
"25","Manufacture of fabricated metal products, except machinery and equipment",1998,"gva_abs",8171.34128733859
"25","Manufacture of fabricated metal products, except machinery and equipment",1999,"gva_abs",8193.95223050361
"25","Manufacture of fabricated metal products, except machinery and equipment",2000,"gva_abs",8344.27112568353
"25","Manufacture of fabricated metal products, except machinery and equipment",2001,"gva_abs",8722.01317947304
"25","Manufacture of fabricated metal products, except machinery and equipment",2002,"gva_abs",8397.58432829239
"25","Manufacture of fabricated metal products, except machinery and equipment",2003,"gva_abs",8255.11575513941
"25","Manufacture of fabricated metal products, except machinery and equipment",2004,"gva_abs",8253.28258823354
"25","Manufacture of fabricated metal products, except machinery and equipment",2005,"gva_abs",8578.52310269872
"25","Manufacture of fabricated metal products, except machinery and equipment",2006,"gva_abs",9318.56620840244
"25","Manufacture of fabricated metal products, except machinery and equipment",2007,"gva_abs",10225.5665965356
"25","Manufacture of fabricated metal products, except machinery and equipment",2008,"gva_abs",10904.1538835092
"25","Manufacture of fabricated metal products, except machinery and equipment",2009,"gva_abs",9632.30005412004
"25","Manufacture of fabricated metal products, except machinery and equipment",2010,"gva_abs",10304.7444857464
"25","Manufacture of fabricated metal products, except machinery and equipment",2011,"gva_abs",10776.7145711935
"25","Manufacture of fabricated metal products, except machinery and equipment",2012,"gva_abs",10140.2606660057
"25","Manufacture of fabricated metal products, except machinery and equipment",2013,"gva_abs",10055.539040606
"25","Manufacture of fabricated metal products, except machinery and equipment",2014,"gva_abs",10017.3945152876
"25","Manufacture of fabricated metal products, except machinery and equipment",2015,"gva_abs",9687.8543269864
"25","Manufacture of fabricated metal products, except machinery and equipment",2016,"gva_abs",9583.49963891403
"25","Manufacture of fabricated metal products, except machinery and equipment",2017,"gva_abs",10177.916330122
"25","Manufacture of fabricated metal products, except machinery and equipment",2018,"gva_abs",10323.7241483208
"25","Manufacture of fabricated metal products, except machinery and equipment",2019,"gva_abs",10204.6221326035
"26","Manufacture of computer, electronic and optical products; watches and clocks",1997,"gva_abs",11731.4159710594
"26","Manufacture of computer, electronic and optical products; watches and clocks",1998,"gva_abs",12062.3276695059
"26","Manufacture of computer, electronic and optical products; watches and clocks",1999,"gva_abs",12319.1093202229
"26","Manufacture of computer, electronic and optical products; watches and clocks",2000,"gva_abs",13122.2170138307
"26","Manufacture of computer, electronic and optical products; watches and clocks",2001,"gva_abs",14305.8817771929
"26","Manufacture of computer, electronic and optical products; watches and clocks",2002,"gva_abs",14776.3371704249
"26","Manufacture of computer, electronic and optical products; watches and clocks",2003,"gva_abs",15035.4996260383
"26","Manufacture of computer, electronic and optical products; watches and clocks",2004,"gva_abs",15642.6564318643
"26","Manufacture of computer, electronic and optical products; watches and clocks",2005,"gva_abs",17443.1081182505
"26","Manufacture of computer, electronic and optical products; watches and clocks",2006,"gva_abs",19314.8495570793
"26","Manufacture of computer, electronic and optical products; watches and clocks",2007,"gva_abs",21063.097232374
"26","Manufacture of computer, electronic and optical products; watches and clocks",2008,"gva_abs",22918.5306812981
"26","Manufacture of computer, electronic and optical products; watches and clocks",2009,"gva_abs",19801.3129642853
"26","Manufacture of computer, electronic and optical products; watches and clocks",2010,"gva_abs",20520.8305326004
"26","Manufacture of computer, electronic and optical products; watches and clocks",2011,"gva_abs",23272.3292884965
"26","Manufacture of computer, electronic and optical products; watches and clocks",2012,"gva_abs",24378.5983541746
"26","Manufacture of computer, electronic and optical products; watches and clocks",2013,"gva_abs",24802.2269142869
"26","Manufacture of computer, electronic and optical products; watches and clocks",2014,"gva_abs",25397.7813575929
"26","Manufacture of computer, electronic and optical products; watches and clocks",2015,"gva_abs",22419.1673463276
"26","Manufacture of computer, electronic and optical products; watches and clocks",2016,"gva_abs",21329.7458336792
"26","Manufacture of computer, electronic and optical products; watches and clocks",2017,"gva_abs",20772.2820012095
"26","Manufacture of computer, electronic and optical products; watches and clocks",2018,"gva_abs",22768.9556625918
"26","Manufacture of computer, electronic and optical products; watches and clocks",2019,"gva_abs",23494.0449694814
"27","Manufacture of electrical equipment",1997,"gva_abs",5103.82822847003
"27","Manufacture of electrical equipment",1998,"gva_abs",5144.63392918985
"27","Manufacture of electrical equipment",1999,"gva_abs",5223.32082925124
"27","Manufacture of electrical equipment",2000,"gva_abs",5035.39178573002
"27","Manufacture of electrical equipment",2001,"gva_abs",5241.58322093799
"27","Manufacture of electrical equipment",2002,"gva_abs",4928.89347361515
"27","Manufacture of electrical equipment",2003,"gva_abs",4749.02672483526
"27","Manufacture of electrical equipment",2004,"gva_abs",4855.02541912416
"27","Manufacture of electrical equipment",2005,"gva_abs",5093.01451342108
"27","Manufacture of electrical equipment",2006,"gva_abs",5395.72466692969
"27","Manufacture of electrical equipment",2007,"gva_abs",6134.55776684734
"27","Manufacture of electrical equipment",2008,"gva_abs",6737.35807329762
"27","Manufacture of electrical equipment",2009,"gva_abs",6196.94585408318
"27","Manufacture of electrical equipment",2010,"gva_abs",5807.96738261547
"27","Manufacture of electrical equipment",2011,"gva_abs",6026.96349861242
"27","Manufacture of electrical equipment",2012,"gva_abs",5751.91811011482
"27","Manufacture of electrical equipment",2013,"gva_abs",5937.17321561377
"27","Manufacture of electrical equipment",2014,"gva_abs",5489.83696397547
"27","Manufacture of electrical equipment",2015,"gva_abs",5309.70632360808
"27","Manufacture of electrical equipment",2016,"gva_abs",5433.96948224551
"27","Manufacture of electrical equipment",2017,"gva_abs",5032.1023766662
"27","Manufacture of electrical equipment",2018,"gva_abs",4781.28703164112
"27","Manufacture of electrical equipment",2019,"gva_abs",4818.97044871522
"28","Manufacture of machinery and equipment n.e.c.",1997,"gva_abs",10591.5076252051
"28","Manufacture of machinery and equipment n.e.c.",1998,"gva_abs",10859.5005044795
"28","Manufacture of machinery and equipment n.e.c.",1999,"gva_abs",10946.6092487676
"28","Manufacture of machinery and equipment n.e.c.",2000,"gva_abs",11421.425500764
"28","Manufacture of machinery and equipment n.e.c.",2001,"gva_abs",11927.1462243482
"28","Manufacture of machinery and equipment n.e.c.",2002,"gva_abs",11527.3723917798
"28","Manufacture of machinery and equipment n.e.c.",2003,"gva_abs",11100.1826340585
"28","Manufacture of machinery and equipment n.e.c.",2004,"gva_abs",11076.0285067252
"28","Manufacture of machinery and equipment n.e.c.",2005,"gva_abs",11339.8155843844
"28","Manufacture of machinery and equipment n.e.c.",2006,"gva_abs",12212.4771569576
"28","Manufacture of machinery and equipment n.e.c.",2007,"gva_abs",12912.3945648691
"28","Manufacture of machinery and equipment n.e.c.",2008,"gva_abs",13033.5266752313
"28","Manufacture of machinery and equipment n.e.c.",2009,"gva_abs",11295.1555386083
"28","Manufacture of machinery and equipment n.e.c.",2010,"gva_abs",12272.2842935129
"28","Manufacture of machinery and equipment n.e.c.",2011,"gva_abs",12534.1203880462
"28","Manufacture of machinery and equipment n.e.c.",2012,"gva_abs",11514.8577468856
"28","Manufacture of machinery and equipment n.e.c.",2013,"gva_abs",11767.843055026
"28","Manufacture of machinery and equipment n.e.c.",2014,"gva_abs",12096.5925703877
"28","Manufacture of machinery and equipment n.e.c.",2015,"gva_abs",11855.4541574158
"28","Manufacture of machinery and equipment n.e.c.",2016,"gva_abs",11876.5981271107
"28","Manufacture of machinery and equipment n.e.c.",2017,"gva_abs",11931.0066459349
"28","Manufacture of machinery and equipment n.e.c.",2018,"gva_abs",12425.8999636421
"28","Manufacture of machinery and equipment n.e.c.",2019,"gva_abs",12075.5058126803
"29","Manufacture of motor vehicles, trailers and semi-trailers",1997,"gva_abs",484.390501262111
"29","Manufacture of motor vehicles, trailers and semi-trailers",1998,"gva_abs",475.809181909737
"29","Manufacture of motor vehicles, trailers and semi-trailers",1999,"gva_abs",464.445460131686
"29","Manufacture of motor vehicles, trailers and semi-trailers",2000,"gva_abs",465.038406128624
"29","Manufacture of motor vehicles, trailers and semi-trailers",2001,"gva_abs",471.986610377085
"29","Manufacture of motor vehicles, trailers and semi-trailers",2002,"gva_abs",464.237463476039
"29","Manufacture of motor vehicles, trailers and semi-trailers",2003,"gva_abs",452.797690438294
"29","Manufacture of motor vehicles, trailers and semi-trailers",2004,"gva_abs",444.049433604046
"29","Manufacture of motor vehicles, trailers and semi-trailers",2005,"gva_abs",461.983482920451
"29","Manufacture of motor vehicles, trailers and semi-trailers",2006,"gva_abs",587.066132939281
"29","Manufacture of motor vehicles, trailers and semi-trailers",2007,"gva_abs",619.195408476515
"29","Manufacture of motor vehicles, trailers and semi-trailers",2008,"gva_abs",626.330375081236
"29","Manufacture of motor vehicles, trailers and semi-trailers",2009,"gva_abs",581.484891865523
"29","Manufacture of motor vehicles, trailers and semi-trailers",2010,"gva_abs",757.40326480483
"29","Manufacture of motor vehicles, trailers and semi-trailers",2011,"gva_abs",855.826386759902
"29","Manufacture of motor vehicles, trailers and semi-trailers",2012,"gva_abs",765.535688896208
"29","Manufacture of motor vehicles, trailers and semi-trailers",2013,"gva_abs",786.870091400841
"29","Manufacture of motor vehicles, trailers and semi-trailers",2014,"gva_abs",758.377806430073
"29","Manufacture of motor vehicles, trailers and semi-trailers",2015,"gva_abs",737.863878897723
"29","Manufacture of motor vehicles, trailers and semi-trailers",2016,"gva_abs",666.116387974643
"29","Manufacture of motor vehicles, trailers and semi-trailers",2017,"gva_abs",583.792384430168
"29","Manufacture of motor vehicles, trailers and semi-trailers",2018,"gva_abs",634.508663302033
"29","Manufacture of motor vehicles, trailers and semi-trailers",2019,"gva_abs",655.060466111021
"30","Manufacture of other transport equipment",1997,"gva_abs",605.74224886306
"30","Manufacture of other transport equipment",1998,"gva_abs",556.12923716345
"30","Manufacture of other transport equipment",1999,"gva_abs",527.991940583026
"30","Manufacture of other transport equipment",2000,"gva_abs",516.650390801611
"30","Manufacture of other transport equipment",2001,"gva_abs",540.753261419345
"30","Manufacture of other transport equipment",2002,"gva_abs",588.711070355013
"30","Manufacture of other transport equipment",2003,"gva_abs",639.366290752931
"30","Manufacture of other transport equipment",2004,"gva_abs",697.536600801262
"30","Manufacture of other transport equipment",2005,"gva_abs",733.002910250767
"30","Manufacture of other transport equipment",2006,"gva_abs",829.868046502341
"30","Manufacture of other transport equipment",2007,"gva_abs",902.255325285255
"30","Manufacture of other transport equipment",2008,"gva_abs",976.578102422898
"30","Manufacture of other transport equipment",2009,"gva_abs",943.450878156032
"30","Manufacture of other transport equipment",2010,"gva_abs",1345.60489849376
"30","Manufacture of other transport equipment",2011,"gva_abs",1761.73100398859
"30","Manufacture of other transport equipment",2012,"gva_abs",1834.19132477812
"30","Manufacture of other transport equipment",2013,"gva_abs",1965.66177299422
"30","Manufacture of other transport equipment",2014,"gva_abs",2049.84158098679
"30","Manufacture of other transport equipment",2015,"gva_abs",2051.17407439573
"30","Manufacture of other transport equipment",2016,"gva_abs",1881.04065688679
"30","Manufacture of other transport equipment",2017,"gva_abs",1854.30887659157
"30","Manufacture of other transport equipment",2018,"gva_abs",1925.46783395627
"30","Manufacture of other transport equipment",2019,"gva_abs",1893.48766925876
"33","Repair and installation of machinery and equipment",1997,"gva_abs",1652.07071076637
"33","Repair and installation of machinery and equipment",1998,"gva_abs",1756.63910023565
"33","Repair and installation of machinery and equipment",1999,"gva_abs",1659.2108177178
"33","Repair and installation of machinery and equipment",2000,"gva_abs",1619.72864183799
"33","Repair and installation of machinery and equipment",2001,"gva_abs",1644.17102205947
"33","Repair and installation of machinery and equipment",2002,"gva_abs",1674.09555854659
"33","Repair and installation of machinery and equipment",2003,"gva_abs",1689.40665300404
"33","Repair and installation of machinery and equipment",2004,"gva_abs",1733.07842983731
"33","Repair and installation of machinery and equipment",2005,"gva_abs",1810.99211702491
"33","Repair and installation of machinery and equipment",2006,"gva_abs",1883.5464538107
"33","Repair and installation of machinery and equipment",2007,"gva_abs",1927.62000988449
"33","Repair and installation of machinery and equipment",2008,"gva_abs",1915.21085071346
"33","Repair and installation of machinery and equipment",2009,"gva_abs",1643.8600298187
"33","Repair and installation of machinery and equipment",2010,"gva_abs",1481.55412080226
"33","Repair and installation of machinery and equipment",2011,"gva_abs",1464.23093776942
"33","Repair and installation of machinery and equipment",2012,"gva_abs",1453.21484761076
"33","Repair and installation of machinery and equipment",2013,"gva_abs",1521.6727391588
"33","Repair and installation of machinery and equipment",2014,"gva_abs",1601.89462960197
"33","Repair and installation of machinery and equipment",2015,"gva_abs",1625.56731184488
"33","Repair and installation of machinery and equipment",2016,"gva_abs",1640.66462507057
"33","Repair and installation of machinery and equipment",2017,"gva_abs",1636.29569369451
"33","Repair and installation of machinery and equipment",2018,"gva_abs",1669.98434388951
"33","Repair and installation of machinery and equipment",2019,"gva_abs",1619.32415823154
"5-9","Mining and quarrying",1997,"gva_abs",726.44074749839
"5-9","Mining and quarrying",1998,"gva_abs",752.678540461173
"5-9","Mining and quarrying",1999,"gva_abs",716.909530824393
"5-9","Mining and quarrying",2000,"gva_abs",701.900723091815
"5-9","Mining and quarrying",2001,"gva_abs",723.696859289447
"5-9","Mining and quarrying",2002,"gva_abs",718.726451620363
"5-9","Mining and quarrying",2003,"gva_abs",680.443272330814
"5-9","Mining and quarrying",2004,"gva_abs",712.964881988682
"5-9","Mining and quarrying",2005,"gva_abs",755.290469500393
"5-9","Mining and quarrying",2006,"gva_abs",745.16849497287
"5-9","Mining and quarrying",2007,"gva_abs",762.753961374894
"5-9","Mining and quarrying",2008,"gva_abs",743.802506834428
"5-9","Mining and quarrying",2009,"gva_abs",797.506760617847
"5-9","Mining and quarrying",2010,"gva_abs",848.329758500668
"5-9","Mining and quarrying",2011,"gva_abs",830.630567906579
"5-9","Mining and quarrying",2012,"gva_abs",826.857320369156
"5-9","Mining and quarrying",2013,"gva_abs",851.708556194326
"5-9","Mining and quarrying",2014,"gva_abs",802.931665244573
"5-9","Mining and quarrying",2015,"gva_abs",826.294747094842
"5-9","Mining and quarrying",2016,"gva_abs",864.706044654327
"5-9","Mining and quarrying",2017,"gva_abs",872.346152058684
"5-9","Mining and quarrying",2018,"gva_abs",915.227409099867
"5-9","Mining and quarrying",2019,"gva_abs",946.736985376501
"10-12","Manufacture of food and tobacco products",1997,"gva_share",0.0204935251126927
"10-12","Manufacture of food and tobacco products",1998,"gva_share",0.0191090208207327
"10-12","Manufacture of food and tobacco products",1999,"gva_share",0.020256865711433
"10-12","Manufacture of food and tobacco products",2000,"gva_share",0.0183957155101581
"10-12","Manufacture of food and tobacco products",2001,"gva_share",0.018621606166704
"10-12","Manufacture of food and tobacco products",2002,"gva_share",0.0197823722932438
"10-12","Manufacture of food and tobacco products",2003,"gva_share",0.0194292750937927
"10-12","Manufacture of food and tobacco products",2004,"gva_share",0.0189470985448904
"10-12","Manufacture of food and tobacco products",2005,"gva_share",0.0187819594677671
"10-12","Manufacture of food and tobacco products",2006,"gva_share",0.0181199683901498
"10-12","Manufacture of food and tobacco products",2007,"gva_share",0.0174474183217125
"10-12","Manufacture of food and tobacco products",2008,"gva_share",0.0179901672626827
"10-12","Manufacture of food and tobacco products",2009,"gva_share",0.0182830384210219
"10-12","Manufacture of food and tobacco products",2010,"gva_share",0.0185080908524306
"10-12","Manufacture of food and tobacco products",2011,"gva_share",0.0202201029521899
"10-12","Manufacture of food and tobacco products",2012,"gva_share",0.0195690257556387
"10-12","Manufacture of food and tobacco products",2013,"gva_share",0.0191743865995027
"10-12","Manufacture of food and tobacco products",2014,"gva_share",0.0184192295319548
"10-12","Manufacture of food and tobacco products",2015,"gva_share",0.0179383837616798
"10-12","Manufacture of food and tobacco products",2016,"gva_share",0.0186675493623406
"10-12","Manufacture of food and tobacco products",2017,"gva_share",0.0191404129069579
"10-12","Manufacture of food and tobacco products",2018,"gva_share",0.0171947365550259
"10-12","Manufacture of food and tobacco products",2019,"gva_share",0.0174082083895881
"13-15","Manufacture of textiles and apparel",1997,"gva_share",0.0040276911763953
"13-15","Manufacture of textiles and apparel",1998,"gva_share",0.00383869144695642
"13-15","Manufacture of textiles and apparel",1999,"gva_share",0.00327518170189866
"13-15","Manufacture of textiles and apparel",2000,"gva_share",0.00303363140960678
"13-15","Manufacture of textiles and apparel",2001,"gva_share",0.00298408932762572
"13-15","Manufacture of textiles and apparel",2002,"gva_share",0.00266456459226598
"13-15","Manufacture of textiles and apparel",2003,"gva_share",0.00251640203952589
"13-15","Manufacture of textiles and apparel",2004,"gva_share",0.00244085126791867
"13-15","Manufacture of textiles and apparel",2005,"gva_share",0.00232176804617179
"13-15","Manufacture of textiles and apparel",2006,"gva_share",0.00228080974759803
"13-15","Manufacture of textiles and apparel",2007,"gva_share",0.00225757792797591
"13-15","Manufacture of textiles and apparel",2008,"gva_share",0.00226342333985332
"13-15","Manufacture of textiles and apparel",2009,"gva_share",0.00191879819426729
"13-15","Manufacture of textiles and apparel",2010,"gva_share",0.0020298640213554
"13-15","Manufacture of textiles and apparel",2011,"gva_share",0.00200754380106602
"13-15","Manufacture of textiles and apparel",2012,"gva_share",0.00184349106722928
"13-15","Manufacture of textiles and apparel",2013,"gva_share",0.00179015618309041
"13-15","Manufacture of textiles and apparel",2014,"gva_share",0.00177993406373816
"13-15","Manufacture of textiles and apparel",2015,"gva_share",0.00169158066687167
"13-15","Manufacture of textiles and apparel",2016,"gva_share",0.00160942935247604
"13-15","Manufacture of textiles and apparel",2017,"gva_share",0.00159918576385612
"13-15","Manufacture of textiles and apparel",2018,"gva_share",0.00162056577940212
"13-15","Manufacture of textiles and apparel",2019,"gva_share",0.00154153107929325
"16","Manufacture of wood and of products of wood and cork, except furniture",1997,"gva_share",0.00702765167356432
"16","Manufacture of wood and of products of wood and cork, except furniture",1998,"gva_share",0.00659739172886527
"16","Manufacture of wood and of products of wood and cork, except furniture",1999,"gva_share",0.00653117495482446
"16","Manufacture of wood and of products of wood and cork, except furniture",2000,"gva_share",0.00623623232192244
"16","Manufacture of wood and of products of wood and cork, except furniture",2001,"gva_share",0.00633716206694147
"16","Manufacture of wood and of products of wood and cork, except furniture",2002,"gva_share",0.00651244658035756
"16","Manufacture of wood and of products of wood and cork, except furniture",2003,"gva_share",0.00651322966178855
"16","Manufacture of wood and of products of wood and cork, except furniture",2004,"gva_share",0.00656530673956004
"16","Manufacture of wood and of products of wood and cork, except furniture",2005,"gva_share",0.00656145370452363
"16","Manufacture of wood and of products of wood and cork, except furniture",2006,"gva_share",0.00645364243358654
"16","Manufacture of wood and of products of wood and cork, except furniture",2007,"gva_share",0.00656989522321807
"16","Manufacture of wood and of products of wood and cork, except furniture",2008,"gva_share",0.00637286884094389
"16","Manufacture of wood and of products of wood and cork, except furniture",2009,"gva_share",0.00630692807263969
"16","Manufacture of wood and of products of wood and cork, except furniture",2010,"gva_share",0.00611209238065619
"16","Manufacture of wood and of products of wood and cork, except furniture",2011,"gva_share",0.00609720123426567
"16","Manufacture of wood and of products of wood and cork, except furniture",2012,"gva_share",0.00570494640298296
"16","Manufacture of wood and of products of wood and cork, except furniture",2013,"gva_share",0.00563764641332278
"16","Manufacture of wood and of products of wood and cork, except furniture",2014,"gva_share",0.00558784614578684
"16","Manufacture of wood and of products of wood and cork, except furniture",2015,"gva_share",0.00547622685282477
"16","Manufacture of wood and of products of wood and cork, except furniture",2016,"gva_share",0.00526492084112738
"16","Manufacture of wood and of products of wood and cork, except furniture",2017,"gva_share",0.00521201820109915
"16","Manufacture of wood and of products of wood and cork, except furniture",2018,"gva_share",0.00523539044775488
"16","Manufacture of wood and of products of wood and cork, except furniture",2019,"gva_share",0.00526522146613276
"17","Manufacture of paper and paper products",1997,"gva_share",0.00365930738097327
"17","Manufacture of paper and paper products",1998,"gva_share",0.00370118560474373
"17","Manufacture of paper and paper products",1999,"gva_share",0.00361099197351358
"17","Manufacture of paper and paper products",2000,"gva_share",0.00350023588869003
"17","Manufacture of paper and paper products",2001,"gva_share",0.00350810121184035
"17","Manufacture of paper and paper products",2002,"gva_share",0.00356584605629304
"17","Manufacture of paper and paper products",2003,"gva_share",0.00340080716654034
"17","Manufacture of paper and paper products",2004,"gva_share",0.00313999767328307
"17","Manufacture of paper and paper products",2005,"gva_share",0.00297476186211802
"17","Manufacture of paper and paper products",2006,"gva_share",0.00270320046646611
"17","Manufacture of paper and paper products",2007,"gva_share",0.0027544249425839
"17","Manufacture of paper and paper products",2008,"gva_share",0.00271597177813646
"17","Manufacture of paper and paper products",2009,"gva_share",0.00241907231331682
"17","Manufacture of paper and paper products",2010,"gva_share",0.00228904179158103
"17","Manufacture of paper and paper products",2011,"gva_share",0.0021923508103482
"17","Manufacture of paper and paper products",2012,"gva_share",0.00195944192545497
"17","Manufacture of paper and paper products",2013,"gva_share",0.00186052289748739
"17","Manufacture of paper and paper products",2014,"gva_share",0.00179164761344578
"17","Manufacture of paper and paper products",2015,"gva_share",0.00143805760032517
"17","Manufacture of paper and paper products",2016,"gva_share",0.00136404039802219
"17","Manufacture of paper and paper products",2017,"gva_share",0.00127728421972739
"17","Manufacture of paper and paper products",2018,"gva_share",0.00127374438079364
"17","Manufacture of paper and paper products",2019,"gva_share",0.0012019968480851
"18","Printing and reproduction of recorded media",1997,"gva_share",0.00762962346451654
"18","Printing and reproduction of recorded media",1998,"gva_share",0.00697896008664659
"18","Printing and reproduction of recorded media",1999,"gva_share",0.00678881479822476
"18","Printing and reproduction of recorded media",2000,"gva_share",0.00661359471268462
"18","Printing and reproduction of recorded media",2001,"gva_share",0.00672598996105525
"18","Printing and reproduction of recorded media",2002,"gva_share",0.00645822102278998
"18","Printing and reproduction of recorded media",2003,"gva_share",0.00621391012048356
"18","Printing and reproduction of recorded media",2004,"gva_share",0.00577980758808601
"18","Printing and reproduction of recorded media",2005,"gva_share",0.00554174524543809
"18","Printing and reproduction of recorded media",2006,"gva_share",0.00513239038135022
"18","Printing and reproduction of recorded media",2007,"gva_share",0.00484652969334724
"18","Printing and reproduction of recorded media",2008,"gva_share",0.00461287093095523
"18","Printing and reproduction of recorded media",2009,"gva_share",0.0041989399974723
"18","Printing and reproduction of recorded media",2010,"gva_share",0.00411798583465942
"18","Printing and reproduction of recorded media",2011,"gva_share",0.00377171408178311
"18","Printing and reproduction of recorded media",2012,"gva_share",0.00352786231132836
"18","Printing and reproduction of recorded media",2013,"gva_share",0.00321092355226809
"18","Printing and reproduction of recorded media",2014,"gva_share",0.00306507096622821
"18","Printing and reproduction of recorded media",2015,"gva_share",0.00285575810581361
"18","Printing and reproduction of recorded media",2016,"gva_share",0.00271772132907672
"18","Printing and reproduction of recorded media",2017,"gva_share",0.00256905518885265
"18","Printing and reproduction of recorded media",2018,"gva_share",0.00245987340795148
"18","Printing and reproduction of recorded media",2019,"gva_share",0.00237284490023652
"19-20","Manufacture of coke, chemicals and chemical products",1997,"gva_share",0.0134816807355507
"19-20","Manufacture of coke, chemicals and chemical products",1998,"gva_share",0.0118356662960975
"19-20","Manufacture of coke, chemicals and chemical products",1999,"gva_share",0.0106939059346087
"19-20","Manufacture of coke, chemicals and chemical products",2000,"gva_share",0.00973965289609305
"19-20","Manufacture of coke, chemicals and chemical products",2001,"gva_share",0.0102022810840642
"19-20","Manufacture of coke, chemicals and chemical products",2002,"gva_share",0.0107415252682838
"19-20","Manufacture of coke, chemicals and chemical products",2003,"gva_share",0.0104521082146384
"19-20","Manufacture of coke, chemicals and chemical products",2004,"gva_share",0.0102052192189391
"19-20","Manufacture of coke, chemicals and chemical products",2005,"gva_share",0.0105027926562449
"19-20","Manufacture of coke, chemicals and chemical products",2006,"gva_share",0.0110208555795677
"19-20","Manufacture of coke, chemicals and chemical products",2007,"gva_share",0.011262441102926
"19-20","Manufacture of coke, chemicals and chemical products",2008,"gva_share",0.0109113967758132
"19-20","Manufacture of coke, chemicals and chemical products",2009,"gva_share",0.0109508977361162
"19-20","Manufacture of coke, chemicals and chemical products",2010,"gva_share",0.0106888180313301
"19-20","Manufacture of coke, chemicals and chemical products",2011,"gva_share",0.010154566019883
"19-20","Manufacture of coke, chemicals and chemical products",2012,"gva_share",0.00998776138802568
"19-20","Manufacture of coke, chemicals and chemical products",2013,"gva_share",0.00998999392595398
"19-20","Manufacture of coke, chemicals and chemical products",2014,"gva_share",0.0100233622649915
"19-20","Manufacture of coke, chemicals and chemical products",2015,"gva_share",0.0104007165630352
"19-20","Manufacture of coke, chemicals and chemical products",2016,"gva_share",0.0106475928706739
"19-20","Manufacture of coke, chemicals and chemical products",2017,"gva_share",0.0102212102418695
"19-20","Manufacture of coke, chemicals and chemical products",2018,"gva_share",0.01139041623441
"19-20","Manufacture of coke, chemicals and chemical products",2019,"gva_share",0.0113925492661288
"21","Manufacture of pharmaceutical products",1997,"gva_share",0.0204230824685558
"21","Manufacture of pharmaceutical products",1998,"gva_share",0.0227390266913554
"21","Manufacture of pharmaceutical products",1999,"gva_share",0.0234318732666442
"21","Manufacture of pharmaceutical products",2000,"gva_share",0.0242984320104815
"21","Manufacture of pharmaceutical products",2001,"gva_share",0.0278157340003417
"21","Manufacture of pharmaceutical products",2002,"gva_share",0.0320527172484373
"21","Manufacture of pharmaceutical products",2003,"gva_share",0.0341092356219834
"21","Manufacture of pharmaceutical products",2004,"gva_share",0.036445519984554
"21","Manufacture of pharmaceutical products",2005,"gva_share",0.0375472468968468
